date;user;tweet;raw_tweets
14/05/2019 23:47;techcrunch;trendy luggage brand away packs on $100 m , rolls past $1.4 b valuation https ://tcrn.ch/2ljr6rj by @kateclarktweets pic .twitter.com/mxvdryqxj1;Trendy luggage brand Away packs on $100M, rolls past $1.4B valuation https://tcrn.ch/2LJR6rJ by @kateclarktweets
14/05/2019 22:49;techcrunch;crowdstrike , a cybersecurity unicorn , files to go public https ://tcrn.ch/2w54ivc by @kateclarktweets pic .twitter.com/rwhcgr4th9;CrowdStrike, a cybersecurity unicorn, files to go public https://tcrn.ch/2W54ivc by @kateclarktweets
14/05/2019 22:01;techcrunch;san francisco passes city government ban on facial recognition tech https ://tcrn.ch/2wirbbv by @tayhatmaker pic .twitter.com/khshd8wzl8;San Francisco passes city government ban on facial recognition tech https://tcrn.ch/2WIrbBv by @tayhatmaker
14/05/2019 22:01;techcrunch;preparing for a future of drone -filled skies https ://tcrn.ch/2vv3dhy pic .twitter.com/cy9tcsvwbr;Preparing for a future of drone-filled skies https://tcrn.ch/2vV3dHy
14/05/2019 21:26;techcrunch;stocks gain back some ground as investors assess the trade war 's impact https ://tcrn.ch/2yqf10e by @jshieber pic .twitter.com/ojocr5yo4c;Stocks gain back some ground as investors assess the trade war’s impact https://tcrn.ch/2Yqf10E by @jshieber
14/05/2019 20:35;techcrunch;this jam -packed agenda is overflowing with some of the biggest names and most exciting startups in the transportation industry https ://tcrn.ch/2hno77e #tcmobility;
14/05/2019 20:32;techcrunch;apply now for startup battlefield at disrupt sf 2019 https ://tcrn.ch/2wpax5b by @neeshatambe pic .twitter.com/2rkelnmr2i;Apply now for Startup Battlefield at Disrupt SF 2019 https://tcrn.ch/2WPAX5b by @neeshatambe
14/05/2019 20:17;techcrunch;innowatts raises $18 million for its energy monitoring toolkit for utilities https ://tcrn.ch/2w6eyct by @jshieber;Innowatts raises $18 million for its energy monitoring toolkit for utilities https://tcrn.ch/2W6eYcT by @jshieber
14/05/2019 20:03;techcrunch;new relic takes a measured approach to platform overhaul https ://tcrn.ch/2w0ktkz by @ron_miller pic .twitter.com/xvzhw0hz3k;New Relic takes a measured approach to platform overhaul https://tcrn.ch/2w0kTkZ by @ron_miller
14/05/2019 20:00;techcrunch;beyond costs , what else can we do to make housing affordable ? https ://tcrn.ch/2hs2idk;Beyond costs, what else can we do to make housing affordable? 
14/05/2019 19:56;techcrunch;spacex kicks off its space -based internet service tomorrow with 60 -satellite starlink launch https ://tcrn.ch/30kgswz pic .twitter.com/immzne8iqz;
14/05/2019 19:35;techcrunch;federal labor lawyer says uber drivers are not employees https ://tcrn.ch/2wevvs4 by @meganrosedickey pic .twitter.com/kuiq4qupjb;Federal labor lawyer says Uber drivers are not employees https://tcrn.ch/2WEvVs4 by @meganrosedickey
14/05/2019 18:53;techcrunch;vr 's best game is getting more features (and more expensive ) https ://tcrn.ch/2w14nwv by @lucasmtny pic .twitter.com/8fqagzeser;VR’s best game is getting more features (and more expensive) https://tcrn.ch/2W14NWV by @lucasmtny
14/05/2019 18:50;techcrunch;announcing techcrunch sessions : enterprise this september in san francisco https ://tcrn.ch/2vydqnl;Announcing TechCrunch Sessions: Enterprise this September in San Francisco 
14/05/2019 18:31;techcrunch;after year -long lockout , twitter is finally giving people their accounts back https ://tcrn.ch/2hjl4oq by @sarahintampa pic .twitter.com/nez6duhjyf;
14/05/2019 18:25;techcrunch;d2c underwear brand tomboyx raises $18 million from craftory https ://tcrn.ch/2vw76fv by @jordanrcrook pic .twitter.com/rkcy1zab46;D2C underwear brand TomboyX raises $18 million from Craftory https://tcrn.ch/2vW76fv by @jordanrcrook
14/05/2019 18:05;techcrunch;ceo howard lerman on building a public company and the future of yext https ://tcrn.ch/2vyhv1l by @anthonyha;CEO Howard Lerman on building a public company and the future of Yext https://tcrn.ch/2VyHV1L by @anthonyha
14/05/2019 17:52;techcrunch;nasa gives its new moon mission a name : artemis https ://tcrn.ch/2hi9glq pic .twitter.com/bxk2jryfyp;NASA gives its new Moon mission a name: Artemis https://tcrn.ch/2Hi9gLq
14/05/2019 17:43;techcrunch;musk 's new lawyer fights 'pedo guy ' defamation lawsuit claims , questions motive https ://tcrn.ch/2q3drfm by @kirstenkorosec pic .twitter.com/nh2jcc8srf;Musk’s new lawyer fights ‘pedo guy’ defamation lawsuit claims, questions motive https://tcrn.ch/2Q3dRFm by @kirstenkorosec
14/05/2019 17:39;techcrunch;confused about the new intel chip vulnerabilities ? don 't be -- just patch your systems . here 's what you need to know . https ://techcrunch.com/2019/05/14/intel-chip-flaws-patches-released/ ...;Confused about the new Intel chip vulnerabilities? Don't be — just patch your systems. Here's what you need to know. 
14/05/2019 17:36;techcrunch;world leaders ask tech giants to tackle toxic content with christchurch call https ://tcrn.ch/2q5tozd by @romaindillet pic .twitter.com/w5nrpf618l;World leaders ask tech giants to tackle toxic content with Christchurch Call https://tcrn.ch/2Q5TozD by @romaindillet
14/05/2019 17:19;techcrunch;google makes travel planning easier https ://tcrn.ch/2lipkmc by @fredericl pic .twitter.com/47tmecmrxo;
14/05/2019 17:05;techcrunch;verified expert brand designer : phil weiner https ://tcrn.ch/2vhfnyx by @yvonneleow;Verified Expert Brand Designer: Phil Weiner https://tcrn.ch/2VHFnyx by @YvonneLeow
14/05/2019 17:04;techcrunch;ar display -maker digilens lands $50 million from samsung , niantic https ://tcrn.ch/2jdtnsx by @lucasmtny pic .twitter.com/x4uinjyazz;
14/05/2019 17:04;techcrunch;tc sessions : mobility announces its july 10 agenda https ://tcrn.ch/2ymd94m by @kirstenkorosec pic .twitter.com/pncp2ryid1;TC Sessions: Mobility announces its July 10 agenda https://tcrn.ch/2YmD94m by @kirstenkorosec
14/05/2019 17:01;techcrunch;twitter 's new developer labs offers beta access to rebuilt apis https ://tcrn.ch/2ldknpj by @joshconstine pic .twitter.com/wotc8m2l7l;Twitter’s new Developer Labs offers beta access to rebuilt APIs https://tcrn.ch/2LDKnPJ by @joshconstine
14/05/2019 17:00;techcrunch;new : researchers have found a new flaw affecting almost every intel processor since 2011 . the big tech giants are releasing patches today . https ://techcrunch.com/2019/05/14/zombieload-flaw-intel-processors/ ...;New: Researchers have found a new flaw affecting almost every Intel processor since 2011. The big tech giants are releasing patches today. 
14/05/2019 16:36;techcrunch;google cloud launches its second region in japan https ://tcrn.ch/2wmglds by @fredericl pic .twitter.com/hkv99ms03c;Google Cloud launches its second region in Japan https://tcrn.ch/2WMgldS by @fredericl
14/05/2019 16:35;techcrunch;voi unveils 'longer-lasting' e -scooters designed to withstand rentals , and launches its first e -bikes https ://tcrn.ch/30ieilz by @sohear pic .twitter.com/x6tetuugr9;
14/05/2019 16:33;techcrunch;africa e -tailer jumia issues post -ipo results amid short -sell assault https ://tcrn.ch/2q5otox by @jakerbright pic .twitter.com/ewfhja77rs;
14/05/2019 16:24;techcrunch;disney is taking operational control of hulu , with comcast selling its stake in 2024 https ://tcrn.ch/2hq9uqh by @anthonyha;Disney is taking operational control of Hulu, with Comcast selling its stake in 2024 https://tcrn.ch/2Hq9Uqh by @anthonyha
14/05/2019 16:24;techcrunch;daily crunch : impossible foods raises $300 m https ://tcrn.ch/2wirtpl by @anthonyha pic .twitter.com/fmh4g53jvh;Daily Crunch: Impossible Foods raises $300M https://tcrn.ch/2WIrTPl by @anthonyha
14/05/2019 16:22;techcrunch;walmart , tyson foods and j .b. hunt launch a logistics accelerator in arkansas with plug and play https ://tcrn.ch/2wjjc7c by @jshieber pic .twitter.com/u3xsb8c1rm;Walmart, Tyson Foods and J.B. Hunt launch a logistics accelerator in Arkansas with Plug and Play https://tcrn.ch/2WJjc7c by @jshieber
14/05/2019 16:08;techcrunch;you probably weren 't a target of the whatsapp hack reported yesterday , but you should still update your apps if you haven 't already . https ://techcrunch.com/2019/05/14/whatsapp-vulnerability-risk/ ...;You probably weren’t a target of the WhatsApp hack reported yesterday, but you should still update your apps if you haven't already. 
14/05/2019 16:02;techcrunch;oneplus redefines premium with the 7 pro https ://tcrn.ch/2wgusbm by @bheater pic .twitter.com/dw9rpo0qcy;OnePlus redefines premium with the 7 Pro https://tcrn.ch/2WGusBm by @bheater
14/05/2019 16:01;techcrunch;oneplus ' new $99 earbuds promise long battery , better sound https ://tcrn.ch/2wjk5g4 by @bheater pic .twitter.com/tfbvemcsbq;OnePlus’ new $99 earbuds promise long battery, better sound https://tcrn.ch/2WJk5g4 by @bheater
14/05/2019 16:01;techcrunch;sisense acquires periscope data to build integrated data science and analytics solution https ://tcrn.ch/2vcaw6f by @ron_miller pic .twitter.com/geeowk7w7u;Sisense acquires Periscope Data to build integrated data science and analytics solution https://tcrn.ch/2VCaw6f by @ron_miller
14/05/2019 15:56;techcrunch;google express becomes an all -new google shopping in big revamp https ://tcrn.ch/2jdknyf by @sarahintampa pic .twitter.com/1fwktrnloz;
14/05/2019 15:01;techcrunch;algorithmia raises $25 m series b for its ai automation platform https ://tcrn.ch/2vvuauj by @fredericl;
14/05/2019 14:43;techcrunch;match now offers dating coaches who help its members with profiles , dating challenges https ://tcrn.ch/2e9kp2l by @sarahintampa pic .twitter.com/3pjr1imke2;Match now offers dating coaches who help its members with profiles, dating challenges https://tcrn.ch/2E9KP2l by @sarahintampa
14/05/2019 14:38;techcrunch;coinbase expands usdc stablecoin support to 85 countries https ://tcrn.ch/2vvhiqf by @romaindillet;Coinbase expands USDC stablecoin support to 85 countries https://tcrn.ch/2vVHiQF by @romaindillet
14/05/2019 14:02;techcrunch;bitcoin has surged above $8 ,000 and theories around why abound https ://tcrn.ch/2w3nf2t by @jshieber pic .twitter.com/ren9qhnglu;Bitcoin has surged above $8,000 and theories around why abound https://tcrn.ch/2w3nf2t by @jshieber
14/05/2019 14:00;techcrunch;google 's latest app , rivet , uses speech processing to help kids learn to read https ://tcrn.ch/2jfmg0d by @sarahintampa pic .twitter.com/cnmwxnpkpc;Google’s latest app, Rivet, uses speech processing to help kids learn to read https://tcrn.ch/2JFmg0D by @sarahintampa
14/05/2019 13:56;techcrunch;hp 's new gaming laptop has more screens for more content https ://tcrn.ch/2li0ado by @bheater pic .twitter.com/2w0fjqg5cc;HP’s new gaming laptop has more screens for more content https://tcrn.ch/2LI0ADO by @bheater
14/05/2019 13:31;techcrunch;early -stage investment firm defy hires eventbrite exec brian rothenberg as partner https ://tcrn.ch/2vzape4 by @kateclarktweets pic .twitter.com/h0bvidrm1n;
14/05/2019 13:04;techcrunch;adobe ties up with amazon to build d2c stores powered by amazon 's commerce and fulfillment tools https ://tcrn.ch/2vwrbcf by @ingridlunden pic .twitter.com/lahggfpetw;Adobe ties up with Amazon to build D2C stores powered by Amazon’s commerce and fulfillment tools https://tcrn.ch/2vWrbCf by @ingridlunden
14/05/2019 13:03;techcrunch;hailo launches its newest deep learning chip https ://tcrn.ch/2w6elbf by @fredericl pic .twitter.com/ncjr1u4hg0;Hailo launches its newest deep learning chip https://tcrn.ch/2w6eLbf by @fredericl
14/05/2019 13:02;techcrunch;adobe lightroom adds tutorials , shared albums and texture control https ://tcrn.ch/2vquwpw by @fredericl pic .twitter.com/zjabzmfvz7;Adobe Lightroom adds tutorials, shared albums and texture control https://tcrn.ch/2VqUwPw by @fredericl
14/05/2019 13:02;techcrunch;tempo automation raises $45 m series c for its turnkey circuit board manufacturing solution https ://tcrn.ch/30gqejv by @catherineshu pic .twitter.com/fhvayjvglb;
14/05/2019 13:01;techcrunch;sonos finally gets google assistant integration https ://tcrn.ch/2w6eb3d by @bheater pic .twitter.com/81ydjojve2;Sonos finally gets Google Assistant integration https://tcrn.ch/2w6eB3D by @bheater
14/05/2019 13:01;techcrunch;the statue of liberty gets an ar app to celebrate its new museum https ://tcrn.ch/2wgnov7 by @bheater pic .twitter.com/zwo8eehwtf;The Statue of Liberty gets an AR app to celebrate its new museum https://tcrn.ch/2WGnOv7 by @bheater
14/05/2019 13:00;techcrunch;lambs , the radiation -proof underwear company formerly known as spartan , is now selling beanies https ://tcrn.ch/2jddj2z by @jshieber pic .twitter.com/i4leqfpgob;
14/05/2019 13:00;techcrunch;linkedin integrates and updates jobs and hiring platforms , hits 20m job postings https ://tcrn.ch/2hnb8tf by @ingridlunden pic .twitter.com/nqpttk30b3;LinkedIn integrates and updates jobs and hiring platforms, hits 20M job postings https://tcrn.ch/2Hnb8Tf by @ingridlunden
14/05/2019 12:24;techcrunch;google announces $11.2 million grant fund for organizations working on safety https ://tcrn.ch/2hne5hz by @romaindillet pic .twitter.com/9q8gkwvlmk;Google announces $11.2 million grant fund for organizations working on safety https://tcrn.ch/2HnE5hZ by @romaindillet
14/05/2019 11:30;techcrunch;seriously impressive entries at this year 's @theeuropas! well done to all those who hit the entry deadline ! #theeuropas the 'longlist' for public voting will be open soon ! grab tickets : http ://bit.ly/2hsfk43 facebook event : http ://bit.ly/2hmut7g pic .twitter.com/kni3jxefal;Seriously impressive entries at this year's @TheEuropas! Well done to all those who hit the entry deadline! #TheEuropas The 'longlist' for public voting will be open soon! Grab tickets: http://bit.ly/2Hsfk43 Facebook event: http://bit.ly/2Hmut7g
14/05/2019 11:27;techcrunch;innoven capital , one of asia 's most prominent venture debt firms , adds $200 m more to its kitty https ://tcrn.ch/2jhquhb by @jonrussell pic .twitter.com/zlfud4y8sg;InnoVen Capital, one of Asia’s most prominent venture debt firms, adds $200M more to its kitty https://tcrn.ch/2JhQUhb by @jonrussell
14/05/2019 11:01;techcrunch;spotify -owned soundtrap launches a podcast studio in the cloud https ://tcrn.ch/2vyzwqs by @sarahintampa pic .twitter.com/dct0na7vin;
14/05/2019 10:22;techcrunch;ev startup rimac scores $90 m investment from hyundai and kia https ://tcrn.ch/2wqpxeg by @jonrussell pic .twitter.com/u0sea7zjrs;
14/05/2019 10:02;techcrunch;amazon rolls out alexa guard , to help protect your home while you 're out https ://tcrn.ch/2vwbkdh by @bheater;Amazon rolls out Alexa Guard, to help protect your home while you’re out https://tcrn.ch/2vWbKdh by @bheater
14/05/2019 09:56;techcrunch;india 's mobile wallet company paytm now offers a credit card https ://tcrn.ch/2ejaxnd by @refsrc pic .twitter.com/ar0igfh6sf;India’s mobile wallet company Paytm now offers a credit card https://tcrn.ch/2EjAxNd by @refsrc
14/05/2019 09:36;techcrunch;http ://jd.com to foster connected vehicle fleets with $55 m investment https ://tcrn.ch/2vr4wip by @ritacyliao pic .twitter.com/2to73z8m1f;
14/05/2019 09:14;techcrunch;healthcare booking platform docplanner scores EUR80m series e https ://tcrn.ch/30kelvc by @sohear pic .twitter.com/oumf7qcvdt;
14/05/2019 09:02;techcrunch;pleo , the multi -card business spending platform , closes $56 m series b https ://tcrn.ch/2hjlxzq by @sohear pic .twitter.com/pagiuznktl;
14/05/2019 08:42;techcrunch;seed investor gree ventures makes first close of new $130 m fund -- and rebrands to strive https ://tcrn.ch/2vywgaq by @jonrussell pic .twitter.com/eggjoumnic;Seed investor Gree Ventures makes first close of new $130M fund — and rebrands to Strive https://tcrn.ch/2vYwGAq by @jonrussell
14/05/2019 08:01;techcrunch;meet the tc hackathon at vivatech 2019 judges & hackmaster https ://tcrn.ch/2wbjhev pic .twitter.com/s2bfnuj3ju;"Meet the TC Hackathon at Vivatech 2019 judges &amp; hackmaster https://tcrn.ch/2WBJHeV"
14/05/2019 08:01;techcrunch;urban closes $10 m series b in bid to become 'one-stop shop ' for on -demand wellness services https ://tcrn.ch/2vw2g1f by @sohear pic .twitter.com/deky8ravtk;
14/05/2019 05:45;techcrunch;shares of softbank group , uber 's biggest stakeholder , slide after its disappointing ipo https ://tcrn.ch/2pz9dbm by @catherineshu;Shares of SoftBank Group, Uber’s biggest stakeholder, slide after its disappointing IPO https://tcrn.ch/2PZ9dbm by @catherineshu
14/05/2019 04:04;techcrunch;slack aims to be the most important software company in the world , says ceo https ://tcrn.ch/2hj4eon;Slack aims to be the most important software company in the world, says CEO 
14/05/2019 04:02;techcrunch;walmart announces next -day delivery on 200k + items in select markets https ://tcrn.ch/2vt1mmg by @sarahintampa pic .twitter.com/mohkedsanh;
14/05/2019 02:00;techcrunch;the financing brings the company 's total equity raise to $750 million https ://tcrn.ch/2hl9odc;The financing brings the company’s total equity raise to $750 million 
14/05/2019 00:59;techcrunch;the u .s. supreme court ruled 5 -4 against apple https ://tcrn.ch/2hljjkm;The U.S. Supreme Court ruled 5-4 against Apple 
14/05/2019 00:02;techcrunch;xprize seeks high -tech solutions to california 's fire problems https ://tcrn.ch/2vupxb7;
12/05/2019 23:29;techcrunch;f8 and i /o, night and day https ://tcrn.ch/2vqjsqq;F8 and I/O, night and day 
12/05/2019 23:01;techcrunch;from crypto winter to crypto weirder by @rezendi https ://tcrn.ch/2vubyxm pic .twitter.com/qhevsehs4p;From crypto winter to crypto weirder by @rezendi https://tcrn.ch/2vUByXm
12/05/2019 22:44;techcrunch;co2 in the atmosphere just exceeded 415 parts per million for the first time in human history https ://tcrn.ch/2yixrc2 by @jshieber pic .twitter.com/94y2pdxb4i;CO2 in the atmosphere just exceeded 415 parts per million for the first time in human history https://tcrn.ch/2YiXRC2 by @jshieber
12/05/2019 21:39;techcrunch;two years after the wannacry attack , over a million computers remain at risk from the leaked nsa hacking tools that allowed the ransomware to spread . https ://techcrunch.com/2019/05/12/wannacry-two-years-on/ ...;Two years after the WannaCry attack, over a million computers remain at risk from the leaked NSA hacking tools that allowed the ransomware to spread. 
12/05/2019 20:48;techcrunch;where cannabis investors see the next big wave ? in precision dosing https ://tcrn.ch/2vv8kro by @cookie pic .twitter.com/nlkm8zc1pt;Where cannabis investors see the next big wave? In precision dosing https://tcrn.ch/2vV8kro by @cookie
12/05/2019 17:36;techcrunch;friend portability is the must -have facebook regulation https ://tcrn.ch/2e3uvqp by @joshconstine pic .twitter.com/p19mtncvax;
12/05/2019 12:02;techcrunch;week -in-review: google impersonates apple and bezos eyes the moon https ://tcrn.ch/2weqx84 by @lucasmtny https ://techcrunch.com/2019/05/12/week-in-review-google-impersonates-apple-and-bezos-eyes-the-moon/ ... pic .twitter.com/1j2jwqyuzu;Week-in-Review: Google impersonates Apple and Bezos eyes the moon https://tcrn.ch/2WEqx84 by @lucasmtny https://techcrunch.com/2019/05/12/week-in-review-google-impersonates-apple-and-bezos-eyes-the-moon/
12/05/2019 10:27;techcrunch;it 's not meant to become a developer 's default environment , but a way to make a quick edit https ://tcrn.ch/2vrpkpu;It’s not meant to become a developer’s default environment, but a way to make a quick edit 
12/05/2019 02:26;techcrunch;blue moon lunar lander is promised for a 2024 delivery https ://tcrn.ch/2hf5ylq;Blue Moon lunar lander is promised for a 2024 delivery 
10/05/2019 22:03;techcrunch;a brief history of uber 's bumpy road to an ipo https ://tcrn.ch/2e4p534 by @jshieber pic .twitter.com/iodbcgmxix;A brief history of Uber’s bumpy road to an IPO https://tcrn.ch/2E4P534 by @jshieber
10/05/2019 22:00;techcrunch;watch episode 4 of foundation at https ://tcrn.ch/2vogujb pic .twitter.com/obd3kuwtli;Watch Episode 4 of Foundation at https://tcrn.ch/2VoGUJB
10/05/2019 21:43;techcrunch;virgin galactic is 'coming home ' to spaceport america in new mexico https ://tcrn.ch/2q04ltt pic .twitter.com/fe8axbndt4;Virgin Galactic is ‘coming home’ to Spaceport America in New Mexico https://tcrn.ch/2Q04lTt
10/05/2019 20:53;techcrunch;"elon musk 's ""pedo guy "" defamation case is going to trial https ://tcrn.ch/2yol8md by @kirstenkorosec pic .twitter.com/ip99xmlvfv";Elon Musk’s “pedo guy” defamation case is going to trial https://tcrn.ch/2Yol8md by @kirstenkorosec
10/05/2019 20:31;techcrunch;github gets a package registry https ://tcrn.ch/2vh3qpf by @fredericl pic .twitter.com/yfh885kvo3;
10/05/2019 20:15;techcrunch;uber 's first day as a public company didn 't go so well https ://tcrn.ch/2jtnfy0 by @kateclarktweets;Uber’s first day as a public company didn’t go so well https://tcrn.ch/2JtnFY0 by @kateclarktweets
10/05/2019 20:07;techcrunch;tinder is preparing to launch a lightweight version of its dating app called 'tinder lite ' https ://tcrn.ch/2jfctkk by @sarahintampa pic .twitter.com/xeyao59hsv;Tinder is preparing to launch a lightweight version of its dating app called ‘Tinder Lite’ https://tcrn.ch/2JfCtKK by @sarahintampa
10/05/2019 19:02;techcrunch;blue moon brewing is capitalizing on bezos ' news with a lunar lander keg https ://tcrn.ch/2vqg4ok by @bheater pic .twitter.com/1mlg0214ms;Blue Moon Brewing is capitalizing on Bezos’ news with a lunar lander keg https://tcrn.ch/2VQG4ok by @bheater
10/05/2019 18:54;techcrunch;uber 's trading debut : who was (and wasn 't) at the opening bell https ://tcrn.ch/2jtf9iw by @kirstenkorosec pic .twitter.com/whyjv84bpf;Uber’s trading debut: who was (and wasn’t) at the opening bell https://tcrn.ch/2Jtf9Iw by @kirstenkorosec
10/05/2019 17:55;techcrunch;catch techcrunch editor -in-chief @panzer's conversation with apple ceo tim cook https ://tcrn.ch/2hfmjxq;Catch TechCrunch Editor-in-Chief @panzer's conversation with Apple CEO Tim Cook 
10/05/2019 17:51;techcrunch;meet bobbie , a baby formula delivery startup promising healthier ingredients https ://tcrn.ch/2vq7jrp pic .twitter.com/tn8ask887f;Meet Bobbie, a baby formula delivery startup promising healthier ingredients https://tcrn.ch/2vQ7jRp
10/05/2019 17:25;techcrunch;daily crunch : uber goes public https ://tcrn.ch/2waegsg by @anthonyha pic .twitter.com/ibcvnasxep;Daily Crunch: Uber goes public https://tcrn.ch/2WAegSg by @anthonyha
10/05/2019 17:10;techcrunch;how to think about inclusion in tech , with chanda prescod -weinstein https ://tcrn.ch/2hkldgs @ibjiyongi @gregmepstein;How to think about inclusion in tech, with Chanda Prescod-Weinstein https://tcrn.ch/2HklDGS @IBJIYONGI @gregmepstein
10/05/2019 16:47;techcrunch;how the trade war with china hit uber 's public offering https ://tcrn.ch/2vv7rxw by @jshieber pic .twitter.com/akxnfym4wd;How the trade war with China hit Uber’s public offering https://tcrn.ch/2VV7rxw by @jshieber
10/05/2019 16:09;techcrunch;sports streamer fubotv to expand into ad -supported free streaming https ://tcrn.ch/2vsdilt by @sarahintampa pic .twitter.com/hzuotmywb6;Sports streamer fuboTV to expand into ad-supported free streaming https://tcrn.ch/2VsdiLt by @sarahintampa
10/05/2019 15:54;techcrunch;uber opens at a disappointing $42 per share https ://tcrn.ch/2v9ydcg by @ingridlunden and @kateclarktweets pic .twitter.com/dor4topgyq;Uber opens at a disappointing $42 per share https://tcrn.ch/2V9Ydcg by @ingridlunden and @kateclarktweets
10/05/2019 15:19;techcrunch;watch jeff bezos unveil his grand space plans here https ://tcrn.ch/2lyypzu by @bheater pic .twitter.com/vbcbxoxk9v;Watch Jeff Bezos unveil his grand space plans here https://tcrn.ch/2LyYPZu by @bheater
10/05/2019 15:09;techcrunch;reese witherspoon 's hello sunshine to debut an exclusive lineup of audible originals https ://tcrn.ch/2jvovn3 by @sarahintampa pic .twitter.com/o55retpr64;Reese Witherspoon’s Hello Sunshine to debut an exclusive lineup of Audible Originals https://tcrn.ch/2Jvovn3 by @sarahintampa
10/05/2019 14:34;techcrunch;"eyedisk broke a golden rule of cybersecurity : don 't claim to be ""unhackable."" https ://techcrunch.com/2019/05/10/eyedisk-encrypted-flash-drive-unhackable/ ...";"eyeDisk broke a golden rule of cybersecurity: Don't claim to be ""unhackable."" "
10/05/2019 14:19;techcrunch;uk tax office ordered to delete millions of unlawful biometric voiceprints https ://tcrn.ch/2vehtvb by @riptari;UK tax office ordered to delete millions of unlawful biometric voiceprints https://tcrn.ch/2VehTvB by @riptari
10/05/2019 14:07;techcrunch;india to reportedly investigate google over alleged android abuse https ://tcrn.ch/309ymf7 by @refsrc pic .twitter.com/remdnbnbue;India to reportedly investigate Google over alleged Android abuse https://tcrn.ch/309ymF7 by @refsrc
10/05/2019 13:06;techcrunch;apple ceo tim cook talks wwdc student program , coding initiatives and sap https ://tcrn.ch/2vpzos3 by @panzer pic .twitter.com/o8si8ena43;Apple CEO Tim Cook talks WWDC student program, coding initiatives and SAP https://tcrn.ch/2vPzos3 by @panzer
